Customer ID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment
26893,32,5,16223,4,3,3,433,Loyal Customers
26894,177,4,11598,3,2,2,322,Regular Customers
26895,3,4,10235,4,2,2,422,Regular Customers
26896,93,6,12647,3,3,2,332,Loyal Customers
26897,3,7,16846,4,4,3,443,Loyal Customers
26898,227,5,6456,2,3,1,231,At Risk
26899,180,4,13536,3,2,3,323,Potential Loyalists
26900,0,7,28003,4,4,4,444,Champions
26901,96,5,18292,3,3,4,334,Loyal Customers
26902,244,5,10746,2,3,2,232,At Risk
26903,619,2,6182,1,1,1,111,Lost Customers
26904,887,1,3693,1,1,1,111,Lost Customers
26905,78,6,16106,3,3,3,333,Loyal Customers
26906,14,5,16814,4,3,3,433,Loyal Customers
26907,330,4,10827,2,2,2,222,Regular Customers
26908,96,12,37597,3,4,4,344,Loyal Customers
26909,256,6,13699,2,3,3,233,At Risk
26910,56,5,12429,4,3,2,432,Loyal Customers
26911,544,6,20192,1,3,4,134,At Risk
26912,265,2,9601,2,1,2,212,Regular Customers
26913,486,3,9966,1,1,2,112,Lost Customers
26915,211,5,17920,2,3,3,233,At Risk
26916,240,5,13752,2,3,3,233,At Risk
26917,266,4,9429,2,2,2,222,Regular Customers
26918,1144,3,9576,1,1,2,112,Lost Customers
26919,998,2,1848,1,1,1,111,Lost Customers
26920,93,6,19698,3,3,4,334,Loyal Customers
26921,325,4,7274,2,2,1,221,Regular Customers
26922,245,6,19605,2,3,4,234,At Risk
26923,82,6,17174,3,3,3,333,Loyal Customers
26924,46,7,18367,4,4,4,444,Champions
26925,371,8,18424,1,4,4,144,At Risk
26926,258,5,12193,2,3,2,232,At Risk
26927,154,6,10968,3,3,2,332,Loyal Customers
26928,3,6,18241,4,3,4,434,Loyal Customers
26929,989,3,10003,1,1,2,112,Lost Customers
26930,193,3,6962,2,1,1,211,Regular Customers
26931,801,3,7341,1,1,1,111,Lost Customers
26932,56,6,13171,4,3,3,433,Loyal Customers
26933,155,3,4351,3,1,1,311,Regular Customers
26934,45,3,8140,4,1,1,411,Regular Customers
26935,658,6,20831,1,3,4,134,At Risk
26936,25,9,30504,4,4,4,444,Champions
26937,26,6,14860,4,3,3,433,Loyal Customers
26938,396,3,4980,1,1,1,111,Lost Customers
26939,102,8,23024,3,4,4,344,Loyal Customers
26940,146,6,16403,3,3,3,333,Loyal Customers
26941,81,7,17977,3,4,4,344,Loyal Customers
26942,565,5,9362,1,3,2,132,At Risk
26943,382,5,13962,1,3,3,133,At Risk
26944,146,4,9793,3,2,2,322,Regular Customers
26945,158,8,18434,3,4,4,344,Loyal Customers
26946,0,9,25454,4,4,4,444,Champions
26947,134,4,9155,3,2,2,322,Regular Customers
26948,436,4,11756,1,2,2,122,Lost Customers
26949,89,6,11070,3,3,2,332,Loyal Customers
26950,558,3,8959,1,1,2,112,Lost Customers
26951,71,7,20499,4,4,4,444,Champions
26952,330,7,20459,2,4,4,244,At Risk
26953,82,4,16126,3,2,3,323,Potential Loyalists
26954,29,5,10455,4,3,2,432,Loyal Customers
26955,192,7,15747,2,4,3,243,At Risk
26956,58,1,2510,4,1,1,411,Regular Customers
26957,336,3,7954,2,1,1,211,Regular Customers
26958,75,2,4478,4,1,1,411,Regular Customers
26959,313,5,15909,2,3,3,233,At Risk
26960,21,6,18322,4,3,4,434,Loyal Customers
26961,423,6,17884,1,3,3,133,At Risk
26962,66,9,29109,4,4,4,444,Champions
26963,280,5,17849,2,3,3,233,At Risk
26964,20,8,17400,4,4,3,443,Loyal Customers
26965,242,4,12398,2,2,2,222,Regular Customers
26966,565,3,7451,1,1,1,111,Lost Customers
26967,686,3,6831,1,1,1,111,Lost Customers
26968,351,12,21312,2,4,4,244,At Risk
26969,155,5,16231,3,3,3,333,Loyal Customers
26970,306,6,16479,2,3,3,233,At Risk
26971,907,2,3466,1,1,1,111,Lost Customers
26972,993,1,3850,1,1,1,111,Lost Customers
26973,6,7,18153,4,4,4,444,Champions
26974,151,3,10846,3,1,2,312,Regular Customers
26975,164,8,15296,3,4,3,343,Loyal Customers
26976,786,1,1700,1,1,1,111,Lost Customers
26977,140,4,10989,3,2,2,322,Regular Customers
26978,301,6,12800,2,3,2,232,At Risk
26979,315,2,5242,2,1,1,211,Regular Customers
26980,263,10,33810,2,4,4,244,At Risk
26981,214,8,20308,2,4,4,244,At Risk
26982,395,5,13039,1,3,3,133,At Risk
26983,1069,2,4801,1,1,1,111,Lost Customers
26984,296,2,1971,2,1,1,211,Regular Customers
26985,121,6,19520,3,3,4,334,Loyal Customers
26986,461,1,4376,1,1,1,111,Lost Customers
26987,383,7,20445,1,4,4,144,At Risk
26988,35,10,26421,4,4,4,444,Champions
26989,164,5,11974,3,3,2,332,Loyal Customers
26990,21,6,18313,4,3,4,434,Loyal Customers
26991,491,8,29741,1,4,4,144,At Risk
26992,722,5,12856,1,3,2,132,At Risk
26993,193,3,7446,2,1,1,211,Regular Customers
26994,10,4,11411,4,2,2,422,Regular Customers
26995,10,5,10655,4,3,2,432,Loyal Customers
26996,756,3,10185,1,1,2,112,Lost Customers
26997,205,7,20356,2,4,4,244,At Risk
26998,16,6,14868,4,3,3,433,Loyal Customers
26999,1034,2,7670,1,1,1,111,Lost Customers
27000,5,5,10025,4,3,2,432,Loyal Customers
27001,634,6,13582,1,3,3,133,At Risk
27002,339,7,23121,2,4,4,244,At Risk
27003,404,2,1746,1,1,1,111,Lost Customers
27004,33,7,18586,4,4,4,444,Champions
27005,827,1,2380,1,1,1,111,Lost Customers
27006,62,3,8498,4,1,1,411,Regular Customers
27007,495,3,8005,1,1,1,111,Lost Customers
27008,78,5,14939,3,3,3,333,Loyal Customers
27009,484,3,10245,1,1,2,112,Lost Customers
27010,335,4,12018,2,2,2,222,Regular Customers
27011,448,7,19425,1,4,4,144,At Risk
27012,426,7,21735,1,4,4,144,At Risk
27013,274,2,5145,2,1,1,211,Regular Customers
27014,923,1,3294,1,1,1,111,Lost Customers
27015,13,10,24778,4,4,4,444,Champions
27016,204,9,22949,2,4,4,244,At Risk
27017,50,3,9890,4,1,2,412,Regular Customers
27018,13,8,14937,4,4,3,443,Loyal Customers
27019,159,4,13196,3,2,3,323,Potential Loyalists
27020,38,8,23525,4,4,4,444,Champions
27021,125,6,16355,3,3,3,333,Loyal Customers
27022,354,3,2529,2,1,1,211,Regular Customers
27023,63,7,13147,4,4,3,443,Loyal Customers
27024,161,3,3922,3,1,1,311,Regular Customers
27025,490,5,21058,1,3,4,134,At Risk
27026,9,6,12745,4,3,2,432,Loyal Customers
27027,59,8,20758,4,4,4,444,Champions
27028,129,6,15845,3,3,3,333,Loyal Customers
27029,165,3,8650,3,1,1,311,Regular Customers
27030,333,4,14306,2,2,3,223,Regular Customers
27031,294,2,1865,2,1,1,211,Regular Customers
27032,15,9,17879,4,4,3,443,Loyal Customers
27033,29,8,19152,4,4,4,444,Champions
27035,62,7,17246,4,4,3,443,Loyal Customers
27036,239,5,10245,2,3,2,232,At Risk
27037,490,2,4238,1,1,1,111,Lost Customers
27038,12,6,18586,4,3,4,434,Loyal Customers
27039,25,5,12965,4,3,2,432,Loyal Customers
27040,2,6,21017,4,3,4,434,Loyal Customers
27041,100,4,12997,3,2,2,322,Regular Customers
27042,223,5,9361,2,3,2,232,At Risk
27043,602,2,5950,1,1,1,111,Lost Customers
27044,213,3,7200,2,1,1,211,Regular Customers
27045,191,3,7203,2,1,1,211,Regular Customers
27046,438,4,15452,1,2,3,123,Lost Customers
27047,303,4,9599,2,2,2,222,Regular Customers
27048,278,4,10180,2,2,2,222,Regular Customers
27049,181,2,8945,3,1,2,312,Regular Customers
27050,479,6,17435,1,3,3,133,At Risk
27051,92,5,10972,3,3,2,332,Loyal Customers
27052,101,3,10762,3,1,2,312,Regular Customers
27053,253,2,2753,2,1,1,211,Regular Customers
27054,227,8,18538,2,4,4,244,At Risk
27055,123,8,22450,3,4,4,344,Loyal Customers
27056,131,5,12072,3,3,2,332,Loyal Customers
27057,191,6,13045,2,3,3,233,At Risk
27058,29,6,14719,4,3,3,433,Loyal Customers
27059,427,6,17702,1,3,3,133,At Risk
27060,31,8,25921,4,4,4,444,Champions
27061,158,7,17874,3,4,3,343,Loyal Customers
27062,323,2,4212,2,1,1,211,Regular Customers
27063,35,11,30696,4,4,4,444,Champions
27064,52,8,19965,4,4,4,444,Champions
27065,303,7,21095,2,4,4,244,At Risk
27066,99,8,19948,3,4,4,344,Loyal Customers
27067,299,4,12170,2,2,2,222,Regular Customers
27068,69,2,6457,4,1,1,411,Regular Customers
27069,314,5,11448,2,3,2,232,At Risk
27070,147,7,21058,3,4,4,344,Loyal Customers
27071,99,9,29257,3,4,4,344,Loyal Customers
27072,954,1,2896,1,1,1,111,Lost Customers
27073,102,2,7972,3,1,1,311,Regular Customers
27074,50,5,7802,4,3,1,431,Loyal Customers
27075,20,3,8722,4,1,2,412,Regular Customers
27076,9,6,12556,4,3,2,432,Loyal Customers
27077,152,5,15849,3,3,3,333,Loyal Customers
27078,352,4,12663,2,2,2,222,Regular Customers
27080,398,4,10624,1,2,2,122,Lost Customers
27081,18,2,4700,4,1,1,411,Regular Customers
27082,312,4,14585,2,2,3,223,Regular Customers
27083,138,8,17806,3,4,3,343,Loyal Customers
27084,13,6,18266,4,3,4,434,Loyal Customers
27085,886,3,6876,1,1,1,111,Lost Customers
27086,32,5,18785,4,3,4,434,Loyal Customers
27087,684,4,10727,1,2,2,122,Lost Customers
27088,904,3,6579,1,1,1,111,Lost Customers
27089,328,6,19592,2,3,4,234,At Risk
27090,385,6,12815,1,3,2,132,At Risk
27091,195,4,13526,2,2,3,223,Regular Customers
27092,99,5,16596,3,3,3,333,Loyal Customers
27093,618,2,2837,1,1,1,111,Lost Customers
27094,239,5,9853,2,3,2,232,At Risk
27095,38,7,15765,4,4,3,443,Loyal Customers
27096,1278,3,9310,1,1,2,112,Lost Customers
27097,400,6,17531,1,3,3,133,At Risk
27098,305,9,27731,2,4,4,244,At Risk
27099,73,4,8563,4,2,1,421,Regular Customers
27100,377,8,23973,1,4,4,144,At Risk
27101,24,3,7402,4,1,1,411,Regular Customers
27102,149,5,10323,3,3,2,332,Loyal Customers
27103,143,9,21811,3,4,4,344,Loyal Customers
27104,1,8,22891,4,4,4,444,Champions
27105,47,9,29524,4,4,4,444,Champions
27106,170,6,22626,3,3,4,334,Loyal Customers
27107,278,7,14169,2,4,3,243,At Risk
27108,209,3,5483,2,1,1,211,Regular Customers
27109,306,2,6526,2,1,1,211,Regular Customers
27110,88,4,6821,3,2,1,321,Regular Customers
27111,406,4,12636,1,2,2,122,Lost Customers
27112,416,3,9939,1,1,2,112,Lost Customers
27113,12,5,16998,4,3,3,433,Loyal Customers
27114,168,8,27999,3,4,4,344,Loyal Customers
27115,1250,1,729,1,1,1,111,Lost Customers
27116,234,8,21970,2,4,4,244,At Risk
27117,35,4,7068,4,2,1,421,Regular Customers
27118,74,4,9920,4,2,2,422,Regular Customers
27119,8,2,927,4,1,1,411,Regular Customers
27120,139,5,10979,3,3,2,332,Loyal Customers
27121,462,4,11884,1,2,2,122,Lost Customers
27122,157,4,9873,3,2,2,322,Regular Customers
27123,118,3,8672,3,1,1,311,Regular Customers
27124,670,5,16337,1,3,3,133,At Risk
27125,106,7,13033,3,4,3,343,Loyal Customers
27126,476,3,9887,1,1,2,112,Lost Customers
27127,456,7,11115,1,4,2,142,At Risk
27128,555,3,9886,1,1,2,112,Lost Customers
27129,315,6,14357,2,3,3,233,At Risk
27130,315,6,18443,2,3,4,234,At Risk
27131,1338,1,2118,1,1,1,111,Lost Customers
27132,109,7,19253,3,4,4,344,Loyal Customers
27133,195,4,15455,2,2,3,223,Regular Customers
27134,472,2,1719,1,1,1,111,Lost Customers
27135,76,6,19404,4,3,4,434,Loyal Customers
27136,239,6,18525,2,3,4,234,At Risk
27137,277,5,16676,2,3,3,233,At Risk
27138,115,4,12004,3,2,2,322,Regular Customers
27139,171,6,12381,3,3,2,332,Loyal Customers
27140,208,4,13419,2,2,3,223,Regular Customers
27141,1274,2,6144,1,1,1,111,Lost Customers
27142,283,4,13261,2,2,3,223,Regular Customers
27143,366,3,14287,2,1,3,213,Regular Customers
27144,2,5,13826,4,3,3,433,Loyal Customers
27145,116,7,23021,3,4,4,344,Loyal Customers
27146,158,8,22334,3,4,4,344,Loyal Customers
27147,678,3,5096,1,1,1,111,Lost Customers
27148,91,4,10070,3,2,2,322,Regular Customers
27149,88,5,13946,3,3,3,333,Loyal Customers
27150,16,3,8765,4,1,2,412,Regular Customers
27151,468,1,917,1,1,1,111,Lost Customers
27152,66,4,11624,4,2,2,422,Regular Customers
27153,82,8,22939,3,4,4,344,Loyal Customers
27154,262,6,10695,2,3,2,232,At Risk
27155,308,4,6468,2,2,1,221,Regular Customers
27156,157,4,10865,3,2,2,322,Regular Customers
27157,264,4,6718,2,2,1,221,Regular Customers
27158,39,6,14824,4,3,3,433,Loyal Customers
27159,156,7,15537,3,4,3,343,Loyal Customers
27160,313,7,19719,2,4,4,244,At Risk
27161,63,6,14919,4,3,3,433,Loyal Customers
27162,11,2,3039,4,1,1,411,Regular Customers
27163,685,6,18843,1,3,4,134,At Risk
27164,74,8,26358,4,4,4,444,Champions
27165,5,5,12009,4,3,2,432,Loyal Customers
27167,218,5,18578,2,3,4,234,At Risk
27168,513,3,7508,1,1,1,111,Lost Customers
27169,122,6,16004,3,3,3,333,Loyal Customers
27170,193,3,13981,2,1,3,213,Regular Customers
27171,98,4,7415,3,2,1,321,Regular Customers
27172,104,8,15867,3,4,3,343,Loyal Customers
27173,697,5,10860,1,3,2,132,At Risk
27174,294,3,6842,2,1,1,211,Regular Customers
27175,457,4,6601,1,2,1,121,Lost Customers
27176,77,6,17591,4,3,3,433,Loyal Customers
27177,405,6,17024,1,3,3,133,At Risk
27178,363,6,18739,2,3,4,234,At Risk
27179,187,3,6798,2,1,1,211,Regular Customers
27180,672,3,6407,1,1,1,111,Lost Customers
27181,95,3,7484,3,1,1,311,Regular Customers
27182,862,4,10513,1,2,2,122,Lost Customers
27183,359,3,8868,2,1,2,212,Regular Customers
27184,218,5,8054,2,3,1,231,At Risk
27185,89,5,8782,3,3,2,332,Loyal Customers
27186,10,5,17281,4,3,3,433,Loyal Customers
27187,65,4,13066,4,2,3,423,Potential Loyalists
27188,72,10,26236,4,4,4,444,Champions
27189,282,9,16499,2,4,3,243,At Risk
27190,547,4,8362,1,2,1,121,Lost Customers
27191,131,4,14825,3,2,3,323,Potential Loyalists
27192,82,4,9781,3,2,2,322,Regular Customers
27193,38,4,12425,4,2,2,422,Regular Customers
27194,114,4,11998,3,2,2,322,Regular Customers
27195,902,2,1931,1,1,1,111,Lost Customers
27196,401,5,8869,1,3,2,132,At Risk
27197,548,3,6033,1,1,1,111,Lost Customers
27198,390,3,3461,1,1,1,111,Lost Customers
27199,57,5,12960,4,3,2,432,Loyal Customers
27200,700,3,8345,1,1,1,111,Lost Customers
27201,167,6,11854,3,3,2,332,Loyal Customers
27202,951,2,2503,1,1,1,111,Lost Customers
27203,105,1,2148,3,1,1,311,Regular Customers
27204,151,3,10155,3,1,2,312,Regular Customers
27205,465,4,11402,1,2,2,122,Lost Customers
27206,365,7,22975,2,4,4,244,At Risk
27207,403,5,16641,1,3,3,133,At Risk
27208,614,5,14880,1,3,3,133,At Risk
27209,3,12,40575,4,4,4,444,Champions
27210,88,3,6448,3,1,1,311,Regular Customers
27211,453,3,9592,1,1,2,112,Lost Customers
27212,71,6,15774,4,3,3,433,Loyal Customers
27213,1102,2,7612,1,1,1,111,Lost Customers
27214,410,4,14171,1,2,3,123,Lost Customers
27215,287,5,9947,2,3,2,232,At Risk
27216,23,6,14896,4,3,3,433,Loyal Customers
27217,241,10,27348,2,4,4,244,At Risk
27218,941,4,9525,1,2,2,122,Lost Customers
27219,11,5,11093,4,3,2,432,Loyal Customers
27220,33,9,25777,4,4,4,444,Champions
27221,268,5,13111,2,3,3,233,At Risk
27222,198,4,7801,2,2,1,221,Regular Customers
27223,61,5,13615,4,3,3,433,Loyal Customers
27224,390,3,8042,1,1,1,111,Lost Customers
27225,309,3,4585,2,1,1,211,Regular Customers
27226,304,6,16689,2,3,3,233,At Risk
27227,712,5,17502,1,3,3,133,At Risk
27228,35,7,20358,4,4,4,444,Champions
27229,54,6,17041,4,3,3,433,Loyal Customers
27230,641,3,4976,1,1,1,111,Lost Customers
27231,1013,3,7921,1,1,1,111,Lost Customers
27232,313,6,20066,2,3,4,234,At Risk
27233,126,7,13956,3,4,3,343,Loyal Customers
27234,305,4,12008,2,2,2,222,Regular Customers
27235,103,4,14044,3,2,3,323,Potential Loyalists
27236,541,3,8321,1,1,1,111,Lost Customers
27237,937,3,12339,1,1,2,112,Lost Customers
27238,550,5,15476,1,3,3,133,At Risk
27239,1018,2,3717,1,1,1,111,Lost Customers
27240,798,3,2080,1,1,1,111,Lost Customers
27241,63,9,25479,4,4,4,444,Champions
27242,77,10,33336,4,4,4,444,Champions
27243,634,6,12864,1,3,2,132,At Risk
27244,443,3,7378,1,1,1,111,Lost Customers
27245,665,2,6142,1,1,1,111,Lost Customers
27246,108,5,16514,3,3,3,333,Loyal Customers
27247,305,4,9754,2,2,2,222,Regular Customers
27248,86,6,17604,3,3,3,333,Loyal Customers
27249,118,4,9428,3,2,2,322,Regular Customers
27250,353,4,14155,2,2,3,223,Regular Customers
27251,11,7,18210,4,4,4,444,Champions
27252,213,5,16746,2,3,3,233,At Risk
27253,194,4,12719,2,2,2,222,Regular Customers
27254,216,5,18067,2,3,4,234,At Risk
27255,731,3,8621,1,1,1,111,Lost Customers
27256,11,7,20162,4,4,4,444,Champions
27257,23,4,10003,4,2,2,422,Regular Customers
27258,29,4,11874,4,2,2,422,Regular Customers
27259,85,3,6156,3,1,1,311,Regular Customers
27260,134,4,4497,3,2,1,321,Regular Customers
27261,31,7,20480,4,4,4,444,Champions
27262,9,7,21010,4,4,4,444,Champions
27263,200,4,17453,2,2,3,223,Regular Customers
27264,45,5,15824,4,3,3,433,Loyal Customers
27265,1043,3,12837,1,1,2,112,Lost Customers
27266,381,6,20952,1,3,4,134,At Risk
27267,168,7,17138,3,4,3,343,Loyal Customers
27268,423,4,9539,1,2,2,122,Lost Customers
27269,140,4,17457,3,2,3,323,Potential Loyalists
27270,173,5,16487,3,3,3,333,Loyal Customers
27271,274,7,22168,2,4,4,244,At Risk
27272,28,4,12117,4,2,2,422,Regular Customers
27273,59,4,7785,4,2,1,421,Regular Customers
27274,221,4,9988,2,2,2,222,Regular Customers
27275,1126,4,13607,1,2,3,123,Lost Customers
27276,105,2,6786,3,1,1,311,Regular Customers
27277,349,2,7333,2,1,1,211,Regular Customers
27278,412,4,7812,1,2,1,121,Lost Customers
27279,148,4,10563,3,2,2,322,Regular Customers
27280,17,8,15672,4,4,3,443,Loyal Customers
27281,516,1,3615,1,1,1,111,Lost Customers
27282,258,8,11460,2,4,2,242,At Risk
27283,408,5,17236,1,3,3,133,At Risk
27284,129,5,11186,3,3,2,332,Loyal Customers
27285,200,4,8932,2,2,2,222,Regular Customers
27286,90,9,24172,3,4,4,344,Loyal Customers
27287,164,4,7058,3,2,1,321,Regular Customers
27288,89,4,8212,3,2,1,321,Regular Customers
27289,495,6,14514,1,3,3,133,At Risk
27290,277,7,22980,2,4,4,244,At Risk
27291,110,6,15693,3,3,3,333,Loyal Customers
27292,354,4,14165,2,2,3,223,Regular Customers
27293,261,4,6039,2,2,1,221,Regular Customers
27294,515,4,12171,1,2,2,122,Lost Customers
27295,340,3,8931,2,1,2,212,Regular Customers
27296,213,1,5063,2,1,1,211,Regular Customers
27297,180,6,13151,3,3,3,333,Loyal Customers
27298,46,4,12018,4,2,2,422,Regular Customers
27299,203,3,9819,2,1,2,212,Regular Customers
27300,83,5,18349,3,3,4,334,Loyal Customers
27301,228,8,22267,2,4,4,244,At Risk
27302,8,6,21341,4,3,4,434,Loyal Customers
27303,804,4,12352,1,2,2,122,Lost Customers
27304,292,4,3716,2,2,1,221,Regular Customers
27305,237,7,17552,2,4,3,243,At Risk
27306,236,8,21410,2,4,4,244,At Risk
27307,766,4,9990,1,2,2,122,Lost Customers
27308,40,4,10889,4,2,2,422,Regular Customers
27309,862,1,969,1,1,1,111,Lost Customers
27310,417,2,6738,1,1,1,111,Lost Customers
27311,29,3,7592,4,1,1,411,Regular Customers
27312,66,6,9231,4,3,2,432,Loyal Customers
27313,110,8,17743,3,4,3,343,Loyal Customers
27314,108,4,10673,3,2,2,322,Regular Customers
27315,297,4,7650,2,2,1,221,Regular Customers
27316,15,6,18761,4,3,4,434,Loyal Customers
27317,59,10,20353,4,4,4,444,Champions
27318,157,6,13652,3,3,3,333,Loyal Customers
27319,378,4,12776,1,2,2,122,Lost Customers
27320,107,7,18132,3,4,4,344,Loyal Customers
27321,299,2,5905,2,1,1,211,Regular Customers
27322,647,3,8265,1,1,1,111,Lost Customers
27323,217,6,14771,2,3,3,233,At Risk
27324,1178,1,3108,1,1,1,111,Lost Customers
27325,253,5,9672,2,3,2,232,At Risk
27326,471,2,7926,1,1,1,111,Lost Customers
27327,84,9,31272,3,4,4,344,Loyal Customers
27328,84,4,11457,3,2,2,322,Regular Customers
27329,492,6,20663,1,3,4,134,At Risk
27330,553,7,21968,1,4,4,144,At Risk
27331,64,7,19886,4,4,4,444,Champions
27332,276,2,4815,2,1,1,211,Regular Customers
27333,369,6,13296,2,3,3,233,At Risk
27334,12,6,15982,4,3,3,433,Loyal Customers
27335,1178,1,2536,1,1,1,111,Lost Customers
27336,76,8,26184,4,4,4,444,Champions
27337,26,7,10713,4,4,2,442,Loyal Customers
27338,40,5,12863,4,3,2,432,Loyal Customers
27339,340,5,9561,2,3,2,232,At Risk
27340,14,8,19051,4,4,4,444,Champions
27341,121,1,3030,3,1,1,311,Regular Customers
27342,853,3,12401,1,1,2,112,Lost Customers
27343,193,3,5028,2,1,1,211,Regular Customers
27344,271,5,16581,2,3,3,233,At Risk
27345,97,3,9032,3,1,2,312,Regular Customers
27346,64,3,4712,4,1,1,411,Regular Customers
27347,961,3,8992,1,1,2,112,Lost Customers
27348,0,7,20866,4,4,4,444,Champions
27349,7,3,7039,4,1,1,411,Regular Customers
27350,142,3,12162,3,1,2,312,Regular Customers
27351,1326,1,3469,1,1,1,111,Lost Customers
27352,336,7,15575,2,4,3,243,At Risk
27353,72,5,14748,4,3,3,433,Loyal Customers
27354,392,5,13264,1,3,3,133,At Risk
27355,569,3,4620,1,1,1,111,Lost Customers
27356,400,4,11080,1,2,2,122,Lost Customers
27357,419,8,26460,1,4,4,144,At Risk
27358,201,5,15731,2,3,3,233,At Risk
27359,116,6,16514,3,3,3,333,Loyal Customers
27360,290,5,15099,2,3,3,233,At Risk
27361,19,10,21636,4,4,4,444,Champions
27362,119,6,12912,3,3,2,332,Loyal Customers
27363,583,5,10421,1,3,2,132,At Risk
27364,111,8,17115,3,4,3,343,Loyal Customers
27365,61,8,20213,4,4,4,444,Champions
27366,285,8,27069,2,4,4,244,At Risk
27367,31,1,1936,4,1,1,411,Regular Customers
27368,20,4,7410,4,2,1,421,Regular Customers
27369,156,6,12976,3,3,2,332,Loyal Customers
27370,24,6,20211,4,3,4,434,Loyal Customers
27371,221,6,16088,2,3,3,233,At Risk
27372,128,3,7704,3,1,1,311,Regular Customers
27373,550,3,6824,1,1,1,111,Lost Customers
27374,299,6,14754,2,3,3,233,At Risk
27375,1052,3,7906,1,1,1,111,Lost Customers
27376,299,3,8412,2,1,1,211,Regular Customers
27377,175,5,15322,3,3,3,333,Loyal Customers
27378,101,5,11150,3,3,2,332,Loyal Customers
27379,39,6,12588,4,3,2,432,Loyal Customers
27380,611,4,7243,1,2,1,121,Lost Customers
27381,23,4,10695,4,2,2,422,Regular Customers
27382,353,8,20910,2,4,4,244,At Risk
27383,98,3,8526,3,1,1,311,Regular Customers
27384,147,5,11335,3,3,2,332,Loyal Customers
27385,45,4,10641,4,2,2,422,Regular Customers
27386,29,3,12448,4,1,2,412,Regular Customers
27387,115,7,24590,3,4,4,344,Loyal Customers
27388,190,2,8886,2,1,2,212,Regular Customers
27389,179,3,7675,3,1,1,311,Regular Customers
27390,280,6,13848,2,3,3,233,At Risk
27391,706,6,17989,1,3,4,134,At Risk
27392,163,9,18486,3,4,4,344,Loyal Customers
27393,46,4,16622,4,2,3,423,Potential Loyalists
27394,119,6,13404,3,3,3,333,Loyal Customers
27395,401,4,10304,1,2,2,122,Lost Customers
27396,60,3,9313,4,1,2,412,Regular Customers
27397,68,3,10049,4,1,2,412,Regular Customers
27398,608,4,8408,1,2,1,121,Lost Customers
27399,288,5,5632,2,3,1,231,At Risk
27400,201,8,19869,2,4,4,244,At Risk
27401,81,7,28197,3,4,4,344,Loyal Customers
27402,164,5,13208,3,3,3,333,Loyal Customers
27403,483,6,15152,1,3,3,133,At Risk
27404,236,5,12602,2,3,2,232,At Risk
27405,81,5,10078,3,3,2,332,Loyal Customers
27406,518,4,7105,1,2,1,121,Lost Customers
27407,633,3,10672,1,1,2,112,Lost Customers
27408,358,3,10505,2,1,2,212,Regular Customers
27409,30,4,9146,4,2,2,422,Regular Customers
27410,97,5,13565,3,3,3,333,Loyal Customers
27411,121,5,17444,3,3,3,333,Loyal Customers
27412,13,12,36564,4,4,4,444,Champions
27413,375,4,14686,1,2,3,123,Lost Customers
27414,172,2,8839,3,1,2,312,Regular Customers
27415,222,4,11986,2,2,2,222,Regular Customers
27416,383,7,21020,1,4,4,144,At Risk
27417,36,6,13059,4,3,3,433,Loyal Customers
27418,109,8,19119,3,4,4,344,Loyal Customers
27419,161,7,20943,3,4,4,344,Loyal Customers
27420,106,5,10374,3,3,2,332,Loyal Customers
27421,85,2,2271,3,1,1,311,Regular Customers
27422,388,5,12780,1,3,2,132,At Risk
27423,39,5,10390,4,3,2,432,Loyal Customers
27424,255,3,10566,2,1,2,212,Regular Customers
27425,229,6,15795,2,3,3,233,At Risk
27426,246,5,18361,2,3,4,234,At Risk
27427,292,1,3792,2,1,1,211,Regular Customers
27428,108,8,23613,3,4,4,344,Loyal Customers
27429,513,4,8660,1,2,1,121,Lost Customers
27430,447,5,8869,1,3,2,132,At Risk
27431,384,3,9070,1,1,2,112,Lost Customers
27432,3,9,22015,4,4,4,444,Champions
27433,441,7,19262,1,4,4,144,At Risk
27434,186,5,13196,3,3,3,333,Loyal Customers
27435,214,4,9575,2,2,2,222,Regular Customers
27436,279,3,6909,2,1,1,211,Regular Customers
27437,10,6,14422,4,3,3,433,Loyal Customers
27438,4,4,11056,4,2,2,422,Regular Customers
27439,22,9,20683,4,4,4,444,Champions
27440,59,8,22437,4,4,4,444,Champions
27441,230,6,15500,2,3,3,233,At Risk
27442,45,7,15228,4,4,3,443,Loyal Customers
27443,49,6,18404,4,3,4,434,Loyal Customers
27444,98,8,15612,3,4,3,343,Loyal Customers
27445,10,3,13556,4,1,3,413,Potential Loyalists
27446,274,6,20596,2,3,4,234,At Risk
27447,38,8,18148,4,4,4,444,Champions
27448,162,6,11548,3,3,2,332,Loyal Customers
27449,9,4,7082,4,2,1,421,Regular Customers
27450,54,5,14402,4,3,3,433,Loyal Customers
27451,1151,3,3674,1,1,1,111,Lost Customers
27452,446,4,10300,1,2,2,122,Lost Customers
27453,890,5,10455,1,3,2,132,At Risk
27454,16,7,21503,4,4,4,444,Champions
27455,240,6,19236,2,3,4,234,At Risk
27456,51,2,6380,4,1,1,411,Regular Customers
27457,87,5,19806,3,3,4,334,Loyal Customers
27458,203,5,19451,2,3,4,234,At Risk
27459,262,5,11618,2,3,2,232,At Risk
27460,24,7,17770,4,4,3,443,Loyal Customers
27461,103,5,8260,3,3,1,331,Loyal Customers
27462,333,4,13710,2,2,3,223,Regular Customers
